Date,Close,High,Low,Open,Volume,Ticker
2026-05-18,1329.7518310546875,1335.8237328112184,1312.630917460794,1327.860551095503,13022473,RELIANCE.NS
2026-05-19,1316.6124267578125,1337.8144453658963,1312.3322897558653,1332.5387892026445,21665501,RELIANCE.NS
2026-05-20,1353.442138671875,1356.6274840630256,1306.558933569541,1312.6308349443716,13248515,RELIANCE.NS
2026-05-21,1343.388671875,1364.590690861155,1339.0088978228712,1360.9076465750106,17150630,RELIANCE.NS
2026-05-22,1348.26611328125,1361.106767233248,1342.8909416840763,1343.7868238683554,7105813,RELIANCE.NS
2026-05-25,1360.7086181640625,1364.7897243191817,1350.7546414401118,1360.5095872329855,6750071,RELIANCE.NS
2026-05-26,1350.0579833984375,1362.2017870434288,1346.1759079681497,1353.8404218493883,13769747,RELIANCE.NS
2026-05-27,1344.2845458984375,1354.736221375619,1342.393266034199,1346.7730400596713,13215138,RELIANCE.NS
2026-05-28,1344.2845458984375,1344.2845458984375,1344.2845458984375,1344.2845458984375,0,RELIANCE.NS
2026-05-29,1315.119384765625,1362.6994431442622,1310.938763054049,1357.7224546740497,42634247,RELIANCE.NS
2026-06-01,1313.9249267578125,1329.353590670499,1312.431830250133,1326.3673976551404,10700603,RELIANCE.NS
2026-06-02,1308.5498046875,1321.689127358814,1294.3156903458798,1301.6815361898257,23302785,RELIANCE.NS
2026-06-03,1307.15625,1317.906594083847,1295.0124463014238,1308.9480145168118,20012293,RELIANCE.NS
2026-06-04,1297.699951171875,1305.1654340270677,1287.1487597049047,1295.0124259474096,23474327,RELIANCE.NS
2026-06-05,1291.0,1306.0,1288.0,1304.5,17785223,RELIANCE.NS
2026-06-08,1263.300048828125,1282.5999755859375,1259.199951171875,1277.0,16494759,RELIANCE.NS
2026-06-09,1269.199951171875,1274.199951171875,1257.5,1269.0,23620214,RELIANCE.NS
2026-06-10,1258.800048828125,1300.5,1254.4000244140625,1275.0,21012796,RELIANCE.NS
2026-06-11,1263.0,1276.0,1253.199951171875,1258.0,13117486,RELIANCE.NS
2026-06-12,1293.0,1297.0,1262.5,1277.0,11988785,RELIANCE.NS
2026-06-15,1307.0,1325.0,1303.300048828125,1315.300048828125,18633321,RELIANCE.NS
2026-06-16,1328.800048828125,1333.4000244140625,1306.4000244140625,1313.4000244140625,18513223,RELIANCE.NS
2026-06-17,1332.699951171875,1334.0,1317.0,1333.0,10029170,RELIANCE.NS
2026-06-18,1328.0999755859375,1333.9000244140625,1322.0,1330.0,15494549,RELIANCE.NS
2026-06-19,1309.5,1338.199951171875,1305.300048828125,1328.0,24887034,RELIANCE.NS
2026-06-22,1326.5,1344.9000244140625,1314.0999755859375,1316.699951171875,12931213,RELIANCE.NS
2026-06-23,1309.5,1333.0,1304.0,1328.9000244140625,15400184,RELIANCE.NS
2026-06-24,1313.5999755859375,1322.0,1297.5,1305.699951171875,11030917,RELIANCE.NS
2026-06-25,1318.0999755859375,1328.0,1314.5999755859375,1318.0,12694362,RELIANCE.NS
2026-06-26,1318.0999755859375,1318.0999755859375,1318.0999755859375,1318.0999755859375,0,RELIANCE.NS
2026-06-29,1301.0,1313.699951171875,1292.5999755859375,1308.0,13757656,RELIANCE.NS
2026-06-30,1293.9000244140625,1306.9000244140625,1290.0,1306.9000244140625,15695263,RELIANCE.NS
2026-07-01,1308.0,1312.199951171875,1296.5,1298.9000244140625,7001401,RELIANCE.NS
2026-07-02,1303.5,1313.199951171875,1299.0,1310.0,17795024,RELIANCE.NS
2026-07-03,1304.0,1312.0,1302.0,1312.0,7839550,RELIANCE.NS
2024-07-03,251.5200042724609,248.3500061035156,234.25,234.5599975585937,166561500,TSLA
2024-07-05,251.5200042724609,252.3699951171875,242.4600067138672,249.8099975585937,154501200,TSLA
2024-07-08,252.94000244140625,259.44000244140625,244.57000732421875,247.7100067138672,157219600,TSLA
2024-07-09,262.3299865722656,265.6099853515625,250.3000030517578,251.0,160210900,TSLA
2024-07-10,263.260009765625,267.5899963378906,257.8599853515625,262.79998779296875,128519400,TSLA
2024-07-11,241.02999877929688,271.0,239.6499938964844,263.29998779296875,221707300,TSLA
2024-07-12,248.22999572753903,251.83999633789065,233.08999633789065,235.8000030517578,155955800,TSLA
2024-07-15,252.63999938964844,265.6000061035156,251.72999572753903,255.97000122070312,146912900,TSLA
2024-07-16,256.5599975585937,258.6199951171875,245.8000030517578,255.3099975585937,126332500,TSLA
2024-07-17,248.5,258.4700012207031,246.17999267578125,252.72999572753903,115584800,TSLA
2024-07-18,249.22999572753903,257.1400146484375,247.1999969482422,251.08999633789065,110869000,TSLA
2024-07-19,239.1999969482422,249.44000244140625,236.8300018310547,247.7899932861328,87403900,TSLA
2024-07-22,251.509994506836,253.2100067138672,243.75,244.2100067138672,101225400,TSLA
2024-07-23,246.3800048828125,255.759994506836,245.6300048828125,253.6000061035156,111928200,TSLA
2024-07-24,215.9900054931641,225.9900054931641,214.7100067138672,225.4199981689453,167942900,TSLA
2024-07-25,220.25,226.0,216.22999572753903,216.8000030517578,100636500,TSLA
2024-07-26,219.8000030517578,222.27999877929688,215.3300018310547,221.19000244140625,94604100,TSLA
2024-07-29,232.1000061035156,234.2700042724609,224.6999969482422,224.8999938964844,129201800,TSLA
2024-07-30,222.6199951171875,232.41000366210932,220.0,232.25,100560300,TSLA
2024-07-31,232.07000732421875,234.67999267578125,226.7899932861328,227.8999938964844,67497000,TSLA
2024-08-01,216.8600006103516,231.8699951171875,214.3300018310547,227.69000244140625,83861900,TSLA
2024-08-02,207.6699981689453,216.1300048828125,205.77999877929688,214.8800048828125,82880100,TSLA
2024-08-05,198.8800048828125,203.8800048828125,182.0,185.22000122070312,100308800,TSLA
2024-08-06,200.63999938964844,202.8999938964844,192.6699981689453,200.75,73783900,TSLA
2024-08-07,191.759994506836,203.4900054931641,191.47999572753903,200.7700042724609,71159800,TSLA
2024-08-08,198.83999633789065,200.6999969482422,192.0399932861328,195.6999969482422,65033900,TSLA
2024-08-09,200.0,200.8800048828125,195.1100006103516,197.0500030517578,58648300,TSLA
2024-08-12,197.4900054931641,199.259994506836,194.6699981689453,199.0200042724609,64044900,TSLA
2024-08-13,207.8300018310547,208.4900054931641,197.0599975585937,198.47000122070312,76247400,TSLA
2024-08-14,201.3800048828125,208.44000244140625,198.75,207.38999938964844,70250000,TSLA
2024-08-15,214.13999938964844,215.8800048828125,204.82000732421875,205.0200042724609,89848500,TSLA
2024-08-16,216.1199951171875,219.8000030517578,210.8000030517578,211.1499938964844,88765100,TSLA
2024-08-19,222.72000122070312,222.97999572753903,214.08999633789065,217.07000732421875,76435200,TSLA
2024-08-20,221.1000061035156,228.22000122070312,219.5599975585937,224.8800048828125,74001200,TSLA
2024-08-21,223.2700042724609,224.66000366210932,218.8600006103516,222.6699981689453,70146000,TSLA
2024-08-22,210.66000366210932,224.8000030517578,210.32000732421875,223.82000732421875,79514500,TSLA
2024-08-23,220.32000732421875,221.47999572753903,214.2100067138672,214.4600067138672,81525200,TSLA
2024-08-26,213.2100067138672,219.08999633789065,211.009994506836,218.75,59301200,TSLA
2024-08-27,209.2100067138672,215.66000366210932,206.94000244140625,213.25,62821400,TSLA
2024-08-28,205.75,211.83999633789065,202.58999633789065,209.72000122070312,64116400,TSLA
2024-08-29,206.27999877929688,214.88999938964844,205.97000122070312,209.8000030517578,62308800,TSLA
2024-08-30,214.1100006103516,214.57000732421875,207.02999877929688,208.6300048828125,63370600,TSLA
2024-09-03,210.6000061035156,219.8999938964844,209.63999938964844,215.259994506836,76714200,TSLA
2024-09-04,219.41000366210932,222.22000122070312,210.57000732421875,210.58999633789065,80651800,TSLA
2024-09-05,230.1699981689453,235.0,222.25,223.4900054931641,119355000,TSLA
2024-09-06,210.72999572753903,233.6000061035156,210.509994506836,232.6000061035156,112177000,TSLA
2024-09-09,216.2700042724609,219.8699951171875,213.6699981689453,216.1999969482422,67443500,TSLA
2024-09-10,226.1699981689453,226.3999938964844,218.63999938964844,220.07000732421875,78891100,TSLA
2024-09-11,228.1300048828125,228.47000122070312,216.8000030517578,224.5500030517578,83548600,TSLA
2024-09-12,229.8099975585937,231.4499969482422,223.8300018310547,224.66000366210932,71894900,TSLA
2024-09-13,230.2899932861328,232.6699981689453,226.32000732421875,228.0,59515100,TSLA
2024-09-16,226.77999877929688,229.9600067138672,223.52999877929688,229.3000030517578,54323000,TSLA
2024-09-17,227.8699951171875,234.57000732421875,226.5500030517578,229.4499969482422,66761600,TSLA
2024-09-18,227.1999969482422,235.67999267578125,226.8800048828125,230.08999633789065,78010200,TSLA
2024-09-19,243.9199981689453,244.2400054931641,232.1300048828125,234.0,102694600,TSLA
2024-09-20,238.25,243.9900054931641,235.9199981689453,241.5200042724609,99879100,TSLA
2024-09-23,250.0,250.0,241.9199981689453,242.6100006103516,86927200,TSLA
2024-09-24,254.2700042724609,257.19000244140625,249.0500030517578,254.0800018310547,88491000,TSLA
2024-09-25,257.0199890136719,257.04998779296875,252.27999877929688,252.5399932861328,65034300,TSLA
2024-09-26,254.22000122070312,261.75,251.52999877929688,260.6000061035156,67142200,TSLA
2024-09-27,260.4599914550781,260.70001220703125,254.1199951171875,257.3800048828125,70988100,TSLA
2024-09-30,261.6300048828125,264.8599853515625,255.7700042724609,259.0400085449219,80705700,TSLA
2024-10-01,258.0199890136719,263.9800109863281,248.52999877929688,262.6700134277344,87397600,TSLA
2024-10-02,249.0200042724609,251.16000366210932,241.5,247.5500030517578,93983900,TSLA
2024-10-03,240.66000366210932,249.7899932861328,237.8099975585937,244.47999572753903,80729200,TSLA
2024-10-04,250.0800018310547,250.9600067138672,244.5800018310547,246.69000244140625,86573200,TSLA
2024-10-07,240.8300018310547,249.8300018310547,240.6999969482422,249.0,68113300,TSLA
2024-10-08,244.5,246.2100067138672,240.5599975585937,243.5599975585937,56303200,TSLA
2024-10-09,241.0500030517578,247.42999267578125,239.509994506836,243.82000732421875,66289500,TSLA
2024-10-10,238.7700042724609,242.7899932861328,232.33999633789065,241.8099975585937,83087100,TSLA
2024-10-11,217.8000030517578,223.33999633789065,214.3800048828125,220.1300048828125,142628900,TSLA
2024-10-14,219.16000366210932,221.91000366210932,213.7400054931641,220.1300048828125,86291900,TSLA
2024-10-15,219.57000732421875,224.259994506836,217.1199951171875,220.009994506836,62988800,TSLA
2024-10-16,221.3300018310547,222.82000732421875,218.92999267578125,221.3999938964844,49632800,TSLA
2024-10-17,220.88999938964844,222.0800018310547,217.8999938964844,221.58999633789065,50791800,TSLA
2024-10-18,220.6999969482422,222.27999877929688,219.22999572753903,220.7100067138672,49611900,TSLA
2024-10-21,218.8500061035156,220.47999572753903,215.72999572753903,218.8999938964844,47329000,TSLA
2024-10-22,217.97000122070312,218.22000122070312,215.259994506836,217.3099975585937,43268700,TSLA
2024-10-23,213.6499938964844,218.72000122070312,212.1100006103516,217.1300048828125,80938900,TSLA
2024-10-24,260.4800109863281,262.1199951171875,242.6499938964844,244.67999267578125,204491900,TSLA
2024-10-25,260.4800109863281,269.489990234375,255.32000732421875,256.010009765625,161611900,TSLA
2024-10-28,262.510009765625,273.5400085449219,262.239990234375,270.0,78628600,TSLA
2024-10-29,259.5199890136719,264.9800109863281,255.509994506836,264.510009765625,78628600,TSLA
2024-10-30,257.54998779296875,263.3500061035156,255.82000732421875,258.0400085449219,53993600,TSLA
2024-10-31,249.8500061035156,259.75,249.25,257.989990234375,66575300,TSLA
2024-11-01,248.97999572753903,254.0,246.6300048828125,252.0399932861328,57544800,TSLA
2024-11-04,242.83999633789065,248.8999938964844,238.8800048828125,244.5599975585937,68802400,TSLA
2024-11-05,251.44000244140625,255.27999877929688,246.2100067138672,247.33999633789065,69282500,TSLA
2024-11-06,288.5299987792969,289.5899963378906,275.6199951171875,284.6700134277344,165228700,TSLA
2024-11-07,296.9100036621094,299.75,285.5199890136719,288.8900146484375,117309200,TSLA
2024-11-08,321.2200012207031,328.7099914550781,297.6600036621094,299.1400146484375,204782800,TSLA
2024-11-11,350.0,358.6400146484375,336.0,346.29998779296875,210521600,TSLA
2024-11-12,328.489990234375,345.8399963378906,323.3099975585937,342.739990234375,155726000,TSLA
2024-11-13,330.239990234375,344.6000061035156,322.5,335.8500061035156,125405600,TSLA
2024-11-14,311.17999267578125,329.9800109863281,310.3699951171875,327.69000244140625,120726100,TSLA
2024-11-15,320.7200012207031,324.67999267578125,309.2200012207031,310.57000732421875,114440300,TSLA
2024-11-18,338.739990234375,348.54998779296875,330.010009765625,340.7300109863281,126085600,TSLA
2024-11-19,346.0,347.3800048828125,332.75,335.760009765625,88852500,TSLA
2024-11-20,342.0299987792969,346.6000061035156,334.29998779296875,345.0,66340700,TSLA
2024-11-21,339.6400146484375,347.989990234375,335.2799987792969,343.8099975585937,58011700,TSLA
2024-11-22,352.5599975585937,361.5299987792969,337.70001220703125,341.0899963378906,89140700,TSLA
2024-11-25,338.5899963378906,361.9299926757813,338.20001220703125,360.1400146484375,95890900,TSLA
2024-11-26,338.2300109863281,346.9599914550781,335.6600036621094,341.0,62295900,TSLA
2024-11-27,338.2300109863281,342.54998779296875,326.5899963378906,341.79998779296875,57896400,TSLA
2024-11-29,345.1600036621094,345.45001220703125,334.6499938964844,336.0799865722656,37167600,TSLA
2024-12-02,357.0899963378906,360.0,351.1499938964844,352.3800048828125,77986500,TSLA
2024-12-03,351.4200134277344,355.69000244140625,348.20001220703125,351.79998779296875,58267200,TSLA
2024-12-04,357.92999267578125,358.1000061035156,348.6000061035156,353.0,50810900,TSLA
2024-12-05,369.489990234375,375.4299926757813,359.5,359.8699951171875,81403600,TSLA
2024-12-06,389.2200012207031,389.489990234375,370.7999877929688,377.4200134277344,81455800,TSLA
2024-12-09,389.7900085449219,404.7999877929688,378.010009765625,397.6099853515625,96359200,TSLA
2024-12-10,400.989990234375,409.7300109863281,390.8500061035156,392.6799926757813,97563600,TSLA
2024-12-11,424.7699890136719,424.8800048828125,402.3800048828125,409.7000122070313,104287600,TSLA
2024-12-12,418.1000061035156,429.2999877929688,415.0,424.8399963378906,87752200,TSLA
2024-12-13,436.2300109863281,436.2999877929688,415.7099914550781,420.0,89000200,TSLA
2024-12-16,463.0199890136719,463.1900024414063,436.1499938964844,441.0899963378906,114083800,TSLA
2024-12-17,463.0199890136719,483.989990234375,457.510009765625,475.8999938964844,131223000,TSLA
2024-12-18,440.1300048828125,488.5400085449219,427.010009765625,466.5,149340800,TSLA
2024-12-19,436.1700134277344,456.3599853515625,420.0199890136719,451.8800048828125,118566100,TSLA
2024-12-20,421.05999755859375,447.0799865722656,417.6400146484375,425.510009765625,132216200,TSLA
2024-12-23,430.6000061035156,434.510009765625,415.4100036621094,431.0,72698100,TSLA
2024-12-24,430.6000061035156,462.7799987792969,435.1400146484375,435.8999938964844,59551800,TSLA
2024-12-26,454.1300048828125,465.3299865722656,451.0199890136719,465.1600036621094,76366400,TSLA
2024-12-27,431.6600036621094,450.0,426.5,449.5199890136719,82666800,TSLA
2024-12-30,417.4100036621094,427.0,415.75,419.3999938964844,64941000,TSLA
2024-12-31,403.8399963378906,427.9299926757813,402.5400085449219,423.7900085449219,76825100,TSLA
2025-01-02,379.2799987792969,392.7300109863281,373.0400085449219,390.1000061035156,109710700,TSLA
2025-01-03,410.4400024414063,411.8800048828125,379.4500122070313,381.4800109863281,95423300,TSLA
2025-01-06,411.0499877929688,426.4299926757813,401.7000122070313,423.2000122070313,85516500,TSLA
2025-01-07,394.3599853515625,414.3299865722656,390.0,405.8299865722656,75699500,TSLA
2025-01-08,394.9400024414063,402.5,387.3999938964844,392.9500122070313,73038800,TSLA
2025-01-10,394.739990234375,399.2799987792969,377.2900085449219,391.3999938964844,62287300,TSLA
2025-01-13,403.30999755859375,403.7900085449219,380.0700073242188,383.2099914550781,67580500,TSLA
2025-01-14,396.3599853515625,422.6400146484375,394.5400085449219,414.3399963378906,84565000,TSLA
2025-01-15,428.2200012207031,429.7999877929688,405.6600036621094,409.8999938964844,81375500,TSLA
2025-01-16,413.8200073242188,424.0,409.1300048828125,423.489990234375,68335200,TSLA
2025-01-17,426.5,439.739990234375,419.75,421.5,94991400,TSLA
2025-01-21,424.0700073242188,433.2000122070313,406.30999755859375,432.6400146484375,87320900,TSLA
2025-01-22,415.1099853515625,428.0,414.5899963378906,416.80999755859375,60963300,TSLA
2025-01-23,412.3800048828125,420.7300109863281,408.9500122070313,416.05999755859375,50690600,TSLA
2025-01-24,406.5799865722656,418.8800048828125,405.7799987792969,414.4500122070313,56427100,TSLA
2025-01-27,397.1499938964844,406.6900024414063,389.0,394.7999877929688,58125500,TSLA
2025-01-28,398.0899963378906,400.5899963378906,386.5,396.9100036621094,48910700,TSLA
2025-01-29,389.1000061035156,398.5899963378906,384.4800109863281,395.2099914550781,68033600,TSLA
2025-01-30,400.2799987792969,412.5,384.4100036621094,410.7799987792969,98092900,TSLA
2025-01-31,404.6000061035156,419.989990234375,401.3399963378906,401.5299987792969,83283600,TSLA
2025-02-03,383.6799926757813,389.1700134277344,374.3599853515625,386.6799926757813,93732100,TSLA
2025-02-04,392.2099914550781,394.0,381.3999938964844,382.6300048828125,57072200,TSLA
2025-02-05,378.1700134277344,388.3900146484375,375.5299987792969,387.510009765625,57223300,TSLA
2025-02-06,374.3200073242188,375.3999938964844,363.1799926757813,373.0299987792969,77918200,TSLA
2025-02-07,361.6199951171875,380.5499877929688,360.3399963378906,370.1900024414063,70298300,TSLA
2025-02-10,350.7300109863281,362.7000122070313,350.510009765625,356.2099914550781,77514900,TSLA
2025-02-11,328.5,349.3699951171875,325.1000061035156,345.79998779296875,118543400,TSLA
2025-02-12,336.510009765625,346.3999938964844,329.1199951171875,329.94000244140625,105382700,TSLA
2025-02-13,355.94000244140625,358.69000244140625,342.8500061035156,345.0,89441500,TSLA
2025-02-14,355.8399963378906,362.0,347.5,360.6199951171875,68277300,TSLA
2025-02-18,354.1099853515625,359.1000061035156,350.0199890136719,355.010009765625,51631700,TSLA
2025-02-19,360.55999755859375,367.3399963378906,353.6700134277344,354.0,67094400,TSLA
2025-02-20,354.3999938964844,362.2999877929688,348.0,361.510009765625,45965400,TSLA
2025-02-21,337.79998779296875,354.9800109863281,334.4200134277344,353.44000244140625,74058600,TSLA
2025-02-24,330.5299987792969,342.3999938964844,324.70001220703125,338.1400146484375,76052300,TSLA
2025-02-25,302.79998779296875,328.8900146484375,297.25,327.0199890136719,134228800,TSLA
2025-02-26,290.79998779296875,309.0,288.0400085449219,303.7099914550781,100118300,TSLA
2025-02-27,281.95001220703125,297.2300109863281,280.8800048828125,291.1600036621094,101748200,TSLA
2025-02-28,292.9800109863281,293.8800048828125,273.6000061035156,279.5,115697000,TSLA
2025-03-03,284.6499938964844,303.94000244140625,277.29998779296875,300.3399963378906,115551400,TSLA
2025-03-04,272.0400085449219,284.3500061035156,261.8399963378906,270.92999267578125,126706600,TSLA
2025-03-05,279.1000061035156,279.54998779296875,267.7099914550781,272.9200134277344,94042900,TSLA
2025-03-06,263.45001220703125,272.6499938964844,260.0199890136719,272.0599975585937,98451600,TSLA
2025-03-07,262.6700134277344,266.25,250.72999572753903,259.32000732421875,102369600,TSLA
2025-03-10,222.1499938964844,253.3699951171875,220.0,252.5399932861328,189076900,TSLA
2025-03-11,230.5800018310547,237.0599975585937,217.0200042724609,225.3099975585937,174896400,TSLA
2025-03-12,248.08999633789065,251.83999633789065,241.1000061035156,247.22000122070312,142215700,TSLA
2025-03-13,240.67999267578125,248.2899932861328,232.6000061035156,248.1300048828125,114813500,TSLA
2025-03-14,249.97999572753903,251.5800018310547,240.72999572753903,247.3099975585937,100242300,TSLA
2025-03-17,238.009994506836,245.3999938964844,232.8000030517578,245.0599975585937,111900600,TSLA
2025-03-18,225.3099975585937,230.1000061035156,222.27999877929688,228.16000366210932,111477600,TSLA
2025-03-19,235.8600006103516,241.41000366210932,229.1999969482422,231.6100006103516,111993800,TSLA
2025-03-20,236.259994506836,238.0,230.0500030517578,233.3500061035156,99028300,TSLA
2025-03-21,248.7100067138672,249.5200042724609,234.5500030517578,234.9900054931641,132728700,TSLA
2025-03-24,278.3900146484375,278.6400146484375,256.3299865722656,258.0799865722656,169079900,TSLA
2025-03-25,288.1400146484375,288.20001220703125,271.2799987792969,283.6000061035156,150361500,TSLA
2025-03-26,272.0599975585937,284.8999938964844,266.510009765625,282.6600036621094,153629800,TSLA
2025-03-27,273.1300048828125,291.8500061035156,271.82000732421875,272.4800109863281,162572100,TSLA
2025-03-28,263.54998779296875,276.1000061035156,260.57000732421875,275.5799865722656,123809400,TSLA
2025-03-31,259.1600036621094,260.5599975585937,243.3600006103516,249.3099975585937,134008900,TSLA
2025-04-01,268.4599914550781,277.45001220703125,259.25,263.79998779296875,146486900,TSLA
2025-04-02,282.760009765625,284.989990234375,251.2700042724609,254.6000061035156,212787800,TSLA
2025-04-03,267.2799987792969,276.29998779296875,261.510009765625,265.2900085449219,136174300,TSLA
2025-04-04,239.42999267578125,261.0,236.0,255.3800048828125,181229400,TSLA
2025-04-07,233.2899932861328,252.0,214.25,223.77999877929688,183453800,TSLA
2025-04-08,221.8600006103516,250.44000244140625,217.8000030517578,245.0,171603500,TSLA
2025-04-09,272.20001220703125,274.69000244140625,223.8800048828125,224.69000244140625,219433400,TSLA
2025-04-10,252.3999938964844,262.489990234375,239.3300018310547,260.0,181722600,TSLA
2025-04-11,252.3099975585937,257.739990234375,241.3600006103516,251.83999633789065,128948100,TSLA
2025-04-14,252.3500061035156,261.79998779296875,245.92999267578125,258.3599853515625,100135200,TSLA
2025-04-15,254.1100006103516,258.75,247.5399932861328,249.91000366210932,79594300,TSLA
2025-04-16,241.5500030517578,251.97000122070312,233.88999938964844,247.6100006103516,112378700,TSLA
2025-04-17,241.3699951171875,244.33999633789065,237.67999267578125,243.47000122070312,83404800,TSLA
2025-04-21,227.5,232.2100067138672,222.7899932861328,230.259994506836,97768000,TSLA
2025-04-22,237.97000122070312,242.7899932861328,229.8500061035156,230.9600067138672,120858500,TSLA
2025-04-23,250.7400054931641,259.45001220703125,244.42999267578125,254.8600006103516,150381900,TSLA
2025-04-24,259.510009765625,259.5400085449219,249.1999969482422,250.5,94464200,TSLA
2025-04-25,284.95001220703125,286.8500061035156,259.6300048828125,261.69000244140625,167560700,TSLA
2025-04-28,285.8800048828125,294.8599853515625,272.4200134277344,288.9800109863281,151731800,TSLA
2025-04-29,292.0299987792969,293.32000732421875,279.4700012207031,285.5,108906600,TSLA
2025-04-30,282.1600036621094,284.45001220703125,270.7799987792969,279.8999938964844,128961100,TSLA
2025-05-01,280.5199890136719,290.8699951171875,279.8099975585937,280.010009765625,99659000,TSLA
2025-05-02,287.2099914550781,294.7799987792969,279.8099975585937,284.8999938964844,114454700,TSLA
2025-05-05,280.260009765625,284.8500061035156,274.3999938964844,284.57000732421875,94618900,TSLA
2025-05-06,275.3500061035156,277.7300109863281,271.3500061035156,273.1099853515625,76715800,TSLA
2025-05-07,276.2200012207031,277.9200134277344,271.0,276.8800048828125,71592600,TSLA
2025-05-08,284.82000732421875,289.79998779296875,279.4100036621094,279.6300048828125,97539400,TSLA
2025-05-09,298.260009765625,307.0400085449219,290.0,290.2099914550781,132387800,TSLA
2025-05-12,318.3800048828125,322.2099914550781,311.5,321.989990234375,112826700,TSLA
2025-05-13,334.07000732421875,337.5899963378906,316.79998779296875,320.0,136992600,TSLA
2025-05-14,347.67999267578125,350.0,337.0,342.5,136997300,TSLA
2025-05-15,342.82000732421875,346.1400146484375,334.7200012207031,340.3399963378906,97882600,TSLA
2025-05-16,349.9800109863281,351.6199951171875,342.3299865722656,346.239990234375,95895700,TSLA
2025-05-19,342.0899963378906,343.0,333.3699951171875,336.29998779296875,88869900,TSLA
2025-05-20,343.82000732421875,354.989990234375,341.6300048828125,347.8699951171875,131715500,TSLA
2025-05-21,334.6199951171875,347.3500061035156,332.20001220703125,344.42999267578125,102354800,TSLA
2025-05-22,341.0400085449219,347.2699890136719,331.3900146484375,331.8999938964844,97113400,TSLA
2025-05-23,339.3399963378906,343.17999267578125,333.2099914550781,337.9200134277344,84654800,TSLA
2025-05-27,362.8900146484375,363.7900085449219,347.32000732421875,347.3500061035156,120146400,TSLA
2025-05-28,356.8999938964844,365.0,355.9100036621094,364.8399963378906,91404300,TSLA
2025-05-29,358.42999267578125,367.7099914550781,356.0,365.2900085449219,88087800,TSLA
2025-05-30,346.4599914550781,363.6799926757813,345.2900085449219,355.5199890136719,123474900,TSLA
2025-06-02,342.69000244140625,348.0199890136719,333.3299865722656,343.5,81873800,TSLA
2025-06-03,344.2699890136719,355.3999938964844,343.0400085449219,346.6000061035156,99324500,TSLA
2025-06-04,332.04998779296875,345.6000061035156,327.3299865722656,345.1000061035156,98912100,TSLA
2025-06-05,284.70001220703125,324.54998779296875,273.2099914550781,322.489990234375,287499800,TSLA
2025-06-06,295.1400146484375,305.5,291.1400146484375,298.8299865722656,164747700,TSLA
2025-06-09,308.5799865722656,309.8299865722656,281.8500061035156,285.9599914550781,140908900,TSLA
2025-06-10,326.0899963378906,327.8299865722656,310.6700134277344,314.94000244140625,151256500,TSLA
2025-06-11,326.42999267578125,335.5,322.5,334.3999938964844,122611400,TSLA
2025-06-12,319.1099853515625,332.5599975585937,316.8599853515625,323.0799865722656,105127500,TSLA
2025-06-13,325.3099975585937,332.989990234375,313.29998779296875,313.9700012207031,128964300,TSLA
2025-06-16,329.1300048828125,332.04998779296875,326.4100036621094,331.2900085449219,83925900,TSLA
2025-06-17,316.3500061035156,327.260009765625,314.739990234375,326.0899963378906,88282700,TSLA
2025-06-18,316.3500061035156,329.32000732421875,315.45001220703125,317.3099975585937,95137700,TSLA
2025-06-20,322.1600036621094,332.3599853515625,317.7799987792969,327.95001220703125,108688000,TSLA
2025-06-23,348.67999267578125,357.5400085449219,327.4800109863281,327.5400085449219,190716800,TSLA
2025-06-24,340.4700012207031,356.260009765625,340.44000244140625,356.1700134277344,114736200,TSLA
2025-06-25,327.54998779296875,343.0,320.3999938964844,342.70001220703125,119845100,TSLA
2025-06-26,325.7799987792969,331.04998779296875,323.6099853515625,324.6099853515625,80440900,TSLA
2025-06-27,323.6300048828125,329.3399963378906,317.5,324.510009765625,89067000,TSLA
2025-06-30,317.6600036621094,325.5799865722656,316.6000061035156,319.8999938964844,76695100,TSLA
2025-07-01,300.7099914550781,305.8900146484375,293.2099914550781,298.4599914550781,145085700,TSLA
2025-07-02,315.6499938964844,316.8299865722656,303.82000732421875,312.6300048828125,119483700,TSLA
2025-07-03,315.3500061035156,318.45001220703125,312.760009765625,317.989990234375,58042300,TSLA
2025-07-07,293.94000244140625,296.1499938964844,288.7699890136719,291.3699951171875,131177900,TSLA
2025-07-08,297.8099975585937,304.04998779296875,294.3500061035156,297.0,103246700,TSLA
2025-07-09,295.8800048828125,300.1499938964844,293.54998779296875,297.54998779296875,75586800,TSLA
2025-07-10,309.8699951171875,310.4800109863281,300.0,300.04998779296875,104365300,TSLA
2025-07-11,313.510009765625,314.0899963378906,305.6499938964844,307.8900146484375,79236400,TSLA
2025-07-14,316.8999938964844,322.6000061035156,312.6700134277344,317.7300109863281,78043400,TSLA
2025-07-15,310.7799987792969,321.20001220703125,310.5,319.67999267578125,77556300,TSLA
2025-07-16,321.6700134277344,323.5,312.6199951171875,312.79998779296875,97284800,TSLA
2025-07-17,319.4100036621094,324.3399963378906,317.0599975585937,323.1499938964844,73922900,TSLA
2025-07-18,329.6499938964844,330.8999938964844,321.4200134277344,321.6600036621094,94255000,TSLA
2025-07-21,328.489990234375,338.0,326.8800048828125,334.3999938964844,75768800,TSLA
2025-07-22,332.1099853515625,335.4100036621094,321.54998779296875,329.739990234375,77370400,TSLA
2025-07-23,332.5599975585937,336.20001220703125,328.6700134277344,330.8999938964844,92553800,TSLA
